symbol,num_articles_query,num_articles_global,num_articles_expected,score
PPP1R15A,63,1750,7.74455903751112,8.134743333333333
NDRG1,101,2817,12.46652731923933,8.10169483558816
EIF4H,11,307,1.358616928294808,8.0964691156955
SNORA23,2,56,0.24782588920035586,8.070181878306878
ADCK2,2,56,0.24782588920035586,8.070181878306878
TTC17,2,56,0.24782588920035586,8.070181878306878
LINC01503,4,112,0.49565177840071173,8.070181878306878
TMED4,2,56,0.24782588920035586,8.070181878306878
KSR2,10,280,1.2391294460017792,8.070181878306878
WDR45B,4,112,0.49565177840071173,8.070181878306878
PAXBP1,2,56,0.24782588920035586,8.070181878306878
COMMD7,2,56,0.24782588920035586,8.070181878306878
MRPL16,2,56,0.24782588920035586,8.070181878306878
MCL1,532,14897,65.92611198960181,8.069640146288464
